Line,AG_ALARM,AG_CHG,AG_CHG_OK,AG_CONFIDENCE,AG_DEV,AG_DUPLICATES_GROUP,AG_I_TOO_HIGH_ALARM,AG_M_SD_ALARM,AG_M_TOLERANCE_ALARM,AG_M_TOO_HIGH_ALARM,AG_M_TOO_LOW_ALARM,AG_NORMALIZED_IP[0],AG_NORMALIZED_IP[1],AG_NORMALIZED_IP[2],AG_NORMALIZED_IP[3],AG_NORMALIZED_IP[4],AG_NORMALIZED_IP[5],AG_NORMALIZED_IP[6],AG_NORMALIZED_IP[7],AG_NORMALIZED_IP[8],AG_NORMALIZED_IP[9],AG_NORMALIZED_IP[10],AG_NORMALIZED_IP[11],AG_NORMALIZED_IP[12],AG_NORMALIZED_IP[13],AG_NORMALIZED_IP[14],AG_NORMALIZED_IP[15],AG_NORMALIZED_IP[16],AG_NORMALIZED_IP[17],AG_NORMALIZED_IP[18],AG_NORMALIZED_IP[19],AG_RS_TOO_HIGH_ALARM,AG_VALID_WINDOWS_COUNT,AG_VP_TOO_LOW_ALARM,Chg,ColeM,ColeRMS,ColeTau,Date,DayTime,I,IP[0],IP[1],IP[2],IP[3],IP[4],IP[5],IP[6],IP[7],IP[8],IP[9],IP[10],IP[11],IP[12],IP[13],IP[14],IP[15],IP[16],IP[17],IP[18],IP[19],IP_Avg,MF,N,Name,Overload,Q,QC,QC_IP,QC_RES,R1X,R1Y,R1Z,R2X,R2Y,R2Z,ResCalc,ResMeas,RsCheck,RxBat,Sp,Stack,Stn,T1X,T1Y,T1Z,T2X,T2Y,T2Z,Temp,Time,Topo,TxBat,Type,Vp,X,Y,Z
L44004_ET,0,0.671201944351196,1,100,0.0771417394280434,0,0,0,0,0,0,0.898863852024078,0.873783230781555,0.849116325378418,0.813553154468536,0.792034447193146,0.765299439430237,0.740019023418427,0.73590362071991,0.715841174125671,0.702170729637146,0.689782500267029,0.678310096263886,0.679593026638031,0.663897097110748,0.66724020242691,0.650683879852295,0.642668604850769,0.637776851654053,0.609149873256683,0.62876296043396,0,20,0,0.657024650573731,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,1.6051139831543,1.36528635025024,1.17932820320129,1.04301691055298,0.931805193424225,0.840988397598267,0.762906193733215,0.7144695520401,0.65076470375061,0.605319619178772,0.560798764228821,0.525821805000305,0.503402233123779,0.470849007368088,0.453904896974564,0.422522008419037,0.401667863130569,0.384202927350998,0.354156911373138,0.353237628936768,0.706478157639504,7.27245582884331,1,W:\P\E710,0,0.0152123318985105,1,1,1,4400,-2437.5,,4400,-2400,,97.144372446724,145.719604492188,0.283067762851715,12.9126100540161,47.2647972106934,8,-2456.25,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,775.127990722656,4400,-2456.25,-18.75
L44004_ET,0,0.398218542337418,1,100,0.040764044970274,0,0,0,0,0,0,0.516506671905518,0.513042747974396,0.50320690870285,0.481466859579086,0.451829552650452,0.448998600244522,0.437705814838409,0.403753489255905,0.412116259336472,0.405646800994873,0.400848180055618,0.424218326807022,0.396970480680466,0.378639787435532,0.438089162111282,0.387866169214249,0.400080651044846,0.410063415765762,0.368904858827591,0.383885592222214,0,20,0,0.387210966646671,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,0.922333300113678,0.801629304885864,0.698898434638977,0.617265224456787,0.531564176082611,0.493405044078827,0.451243102550507,0.391993701457977,0.37465113401413,0.349695533514023,0.325892835855484,0.3288514316082,0.294052213430405,0.268538862466812,0.298019826412201,0.251861155033112,0.250050395727158,0.247026160359383,0.214479565620422,0.215666070580482,0.416355873644352,2.92088526218253,2,W:\P\E710,0,0.0282671190798283,1,1,1,4400,-2400,,4400,-2362.5,,142.544412488577,285.106719970703,0.271452516317368,12.9126100540161,2.16118741035461,8,-2437.5,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,379.142883300781,4400,-2437.5,-37.5
L44004_ET,0,0.268239587545395,1,100,0.0497222580015659,0,0,0,0,0,0,0.3954818546772,0.391958862543106,0.379369735717773,0.354667246341705,0.316403418779373,0.291632086038589,0.291197001934052,0.266885995864868,0.273761928081512,0.266020685434341,0.245526194572449,0.287524461746216,0.216218382120132,0.216098055243492,0.286661237478256,0.254968732595444,0.277174144983292,0.264238327741623,0.209682479500771,0.283121824264526,0,20,0,0.266927018165588,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,0.706217586994171,0.612435758113861,0.526902377605438,0.454701632261276,0.372239321470261,0.320474803447723,0.300203084945679,0.259112626314163,0.248874485492706,0.229328185319901,0.19961479306221,0.222887188196182,0.160161763429642,0.153261035680771,0.195007637143135,0.165564119815826,0.173233836889267,0.159179717302322,0.121908418834209,0.159057214856148,0.287018279358745,1.58534781242255,3,W:\P\E710,0,0.0257981680333614,1,1,1,4400,-2362.5,,4400,-2325,,181.044359546664,452.667938232422,0.26069512963295,12.9126100540161,-20.7051906585693,8,-2418.75,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,240.788146972656,4400,-2418.75,-56.25
L44004_ET,0,0.261052042245865,1,100,0.0401874631643295,0,0,0,0,0,0,0.355027675628662,0.357151240110397,0.350359678268433,0.347705781459808,0.315433472394943,0.28374707698822,0.287088513374329,0.275048285722733,0.244912803173065,0.25665420293808,0.279569298028946,0.299477726221085,0.230978593230248,0.202702283859253,0.262500375509262,0.265093386173248,0.241407066583633,0.257052153348923,0.24263234436512,0.259481102228165,0,20,0,0.257229216992855,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,0.633978009223938,0.558048844337463,0.486610651016235,0.445776641368866,0.371098190546036,0.311809957027435,0.295967519283295,0.267037183046341,0.222647994756699,0.221253633499146,0.227292105555534,0.232153281569481,0.171095252037048,0.143760487437248,0.178571671247482,0.172138571739197,0.150879412889481,0.154850691556931,0.141065314412117,0.145775899291039,0.276590565592051,1.13231555448836,4,W:\P\E710,0,0.029010646045208,1,1,1,4400,-2325,,4400,-2287.5,,244.269863198187,732.963012695313,0.234387636184692,12.9126100540161,-1.89848697185516,8,-2400,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,194.943115234375,4400,-2400,-75
L44004_ET,0,0.122764602303505,1,100,0.0406964607536793,0,0,0,0,0,0,0.168748185038567,0.176697090268135,0.19674651324749,0.170307472348213,0.145241022109985,0.0849197655916214,0.140881389379501,0.0763579532504082,0.0910804569721222,0.0913718789815903,0.0896029621362686,0.163055181503296,0.0683785006403923,0.080731637775898,0.164706736803055,0.116304405033588,0.110730148851871,0.227255746722221,0.134371131658554,0.142610877752304,0,20,0,0.119655207395554,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,0.301336050033569,0.27608922123909,0.273259043693542,0.218342930078506,0.170871779322624,0.0933184176683426,0.145238548517227,0.0741339400410652,0.0828004106879234,0.078768864274025,0.0728479325771332,0.126399368047714,0.050650741904974,0.0572564825415611,0.112045399844646,0.0755223408341408,0.0692063421010971,0.136901050806046,0.0781227499246597,0.0801184698939323,0.128661504201591,0.446982747849219,5,W:\P\E710,0,0.0357571206986904,1,1,1,4400,-2287.5,,4400,-2250,,287.844452209132,1007.77532958984,0.216803833842278,12.9126100540161,-7.33698081970215,8,-2381.25,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,153.161849975586,4400,-2381.25,-93.75
L44004_ET,0,0.0180520713329315,1,100,0.0430898442864418,0,0,0,0,0,0,0.0413782484829426,0.0665777400135994,0.0779769122600555,0.054921843111515,-0.0121847465634346,0.0319269299507141,0.00609948951750994,-0.00761376367881894,-0.0180007461458445,-0.00749397650361061,-0.0347449518740177,0.0341455191373825,0.00532197020947933,-0.0288822185248137,0.11222318559885,0.0342742204666138,-0.0760257393121719,0.100961327552795,-0.0133748315274715,0.0207302384078503,0,20,0,0.0209670670330524,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,0.0738897323608398,0.104027725756168,0.108301267027855,0.0704126209020615,-0.0143349952995777,0.0350845381617546,0.00628813356161118,-0.00739200366660953,-0.0163643136620522,-0.00646032486110926,-0.0282479282468557,0.0264693945646286,0.00394219998270273,-0.0204838439822197,0.076342299580574,0.022255988791585,-0.0475160852074623,0.0608200766146183,-0.00777606479823589,0.0116462018340826,0.022545230970718,0.0645916641948356,6,W:\P\E710,0,0.0607477799057961,1,1,1,4400,-2250,,4400,-2212.5,,349.042422915627,1396.78686523438,0.220729425549507,12.9126100540161,15.9975204467773,8,-2362.5,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,132.677810668945,4400,-2362.5,-112.5
L44004_ET,0,-0.143107146024704,1,100,0.0366114266216755,0,0,0,0,0,0,-0.122432731091976,-0.123114109039307,-0.144041895866394,-0.126427605748177,-0.168120980262756,-0.159252628684044,-0.150085344910622,-0.160952016711235,-0.230307787656784,-0.214656248688698,-0.162399023771286,-0.0977005511522293,-0.206800490617752,-0.213802322745323,-0.15314781665802,-0.15540823340416,-0.156634643673897,-0.0981902182102203,-0.155347988009453,-0.0787498578429222,0,20,0,-0.133019510060549,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,-0.218629881739616,-0.192365795373917,-0.200058177113533,-0.162086680531502,-0.197789385914803,-0.175002887845039,-0.154727160930634,-0.156264096498489,-0.209370717406273,-0.185048490762711,-0.132031723856926,-0.075736865401268,-0.153185546398163,-0.151632860302925,-0.104182191193104,-0.100914441049099,-0.0978966504335403,-0.0591507330536842,-0.0903185978531837,-0.0442414954304695,-0.143031718954444,-0.358074761434014,7,W:\P\E710,0,0.081728607416153,1,1,1,4400,-2212.5,,4400,-2175,,399.446524467773,1798.57897949219,0.198247075080872,12.9126100540161,15.2346649169922,8,-2343.75,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,113.895042419434,4400,-2343.75,-131.25
L44004_ET,0,-0.260446786880493,1,100,0.0737555325031281,0,0,0,0,0,0,-0.327527195215225,-0.278931975364685,-0.22082307934761,-0.268054574728012,-0.298322975635529,-0.346486896276474,-0.276321858167648,-0.373201251029968,-0.346095144748688,-0.338831663131714,-0.385483294725418,-0.289557546377182,-0.265677571296692,-0.447010666131973,-0.207155868411064,-0.113486289978027,-0.226602628827095,-0.161012038588524,-0.235806509852409,-0.194617107510567,0,20,0,-0.251475286781788,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,-0.584869980812073,-0.435831218957901,-0.306698709726334,-0.343659728765488,-0.350968182086945,-0.380754828453064,-0.284867882728577,-0.362331330776215,-0.314631938934326,-0.292096257209778,-0.31340104341507,-0.22446320950985,-0.19679819047451,-0.317028850317001,-0.140922352671623,-0.0736923962831497,-0.141626641154289,-0.0969952046871185,-0.137096807360649,-0.109335452318192,-0.270403510332108,-0.583398528166149,8,W:\P\E710,0,0.112823151051998,1,1,1,4400,-2175,,4400,-2137.5,,463.497073230699,2319.2548828125,0.167720794677734,12.9126100540161,-7.67142343521118,8,-2325,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,102.807083129883,4400,-2325,-150
L44004_ET,0,-0.383001506328583,1,100,0.261471331119537,0,0,0,0,0,0,-0.32176598906517,-0.696864902973175,-0.525179445743561,-0.309935003519058,-0.496077239513397,-0.500478386878967,-0.471429795026779,-0.83734917640686,-0.757492423057556,-0.525393724441528,-0.66255658864975,-0.444444507360458,-0.324345409870148,-0.518377840518951,-0.159338608384132,0.101949267089367,-0.0938690900802612,0.316614657640457,-0.700823187828064,-0.30943351984024,0,20,0,-0.388128149807453,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,-0.574582099914551,-1.08885145187378,-0.729415833950043,-0.397352576255798,-0.583620250225067,-0.549976229667664,-0.486010074615479,-0.812960386276245,-0.688629448413849,-0.452925652265549,-0.538663864135742,-0.344530642032623,-0.240255862474442,-0.367643862962723,-0.108393609523773,0.0662008225917816,-0.0586681813001633,0.190731719136238,-0.407455325126648,-0.173839062452316,-0.417342093586922,-0.913220472029723,9,W:\P\E710,0,0.248882934451103,1,1,1,4400,-2137.5,,4400,-2100,,457.000369975651,2515.90600585938,0.168432369828224,12.9126100540161,5.11146116256714,8,-2306.25,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,81.1085205078125,4400,-2306.25,-168.75
L44004_ET,0,-1.08039498329163,1,100,0.214909836649895,0,0,0,0,0,0,-1.11951065063477,-1.31354820728302,-1.30455696582794,-1.16480958461761,-1.17401993274689,-1.2320499420166,-1.16633450984955,-1.487637758255,-1.30025541782379,-1.16897916793823,-1.51046359539032,-1.31137645244598,-1.18788754940033,-1.21645760536194,-0.87413626909256,-0.823317885398865,-0.621263444423676,-0.73404461145401,-1.42341089248657,-1.10023999214172,0,20,0,-1.03792938709259,0,0,0,2023.78356164384,10.4172222222222,3.75999999046326,-1.99912619590759,-2.05241918563843,-1.81188464164734,-1.49334561824799,-1.38119983673096,-1.35390102863312,-1.20240664482117,-1.4443085193634,-1.18205034732819,-1.00774073600769,-1.22801911830902,-1.01657092571259,-0.879916667938232,-0.86273592710495,-0.594650506973267,-0.534622013568878,-0.388289630413055,-0.442195564508438,-0.827564477920532,-0.61811238527298,-1.11605299860239,-2.00679114932889,10,W:\P\E710,0,0.208292737603188,1,1,1,4400,-2100,,4400,-2062.5,,556.138090889836,3340.744140625,0.170928403735161,12.9126100540161,-3.94794058799744,8,-2287.5,4400,-2475,,4400,-2531.25,,15.7575759887695,4000,,0,0,80.7748031616211,4400,-2287.5,-187.5
